product_sku,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,region_almacen,is_active,anio,mes,vacaciones_o_no,es_feriado,temporada_alta,semana_del_anio,dia_del_mes,dia_de_la_semana,es_fin_de_semana,trimestre,lag_1,lag_7,lag_30,media_movil_7d,media_movil_30d,media_movil_exponencial,std_movil_30d,variacion_stock_diaria,tendencia_stock,dias_desde_ultimo_pedido,ratio_reservado_disponible,anomalia_stock,rotacion_estimada_30d,estacion_Otoño,estacion_Primavera,estacion_Verano
BCA-115,3,102,3,99,70,150,200,0,17.0,0.9,91.8,Sur,activo,2026,3,1,0,1,11,9,0,0,1,117.0,220.0,133.0,154.0,215.13333333333333,151.93137003037944,119.54849927188926,-18.0,-61.133333333333326,9999.0,0.030303030303030304,-0.9714327995804547,2.3706228695382707,False,True,False
BCA-115,3,91,1,90,70,150,200,0,17.0,0.9,81.9,Sur,activo,2026,3,1,0,1,11,10,1,0,1,99.0,208.0,121.0,137.14285714285714,214.1,136.4485275227846,120.52023724755476,-9.0,-76.95714285714286,9999.0,0.011111111111111112,-1.0297025863390248,2.3820644558617468,False,True,False
BCA-115,3,71,0,71,70,150,200,0,17.1,0.9,63.9,Sur,activo,2026,3,1,0,1,11,11,2,0,1,90.0,190.0,103.0,120.14285714285714,213.03333333333333,120.08639564208843,121.67352681021772,-19.0,-92.89047619047619,9999.0,0.0,-1.1673314405924318,2.4080738538569864,False,True,False
BCA-115,3,57,2,55,70,150,200,85,16.7,0.9,51.3,Sur,activo,2026,3,1,0,1,11,12,3,0,1,71.0,171.0,88.0,103.57142857142857,211.93333333333334,103.81479673156633,122.98498179504043,-16.0,-108.36190476190477,0.0,0.03636363636363636,-1.2760365618858183,2.3639509279647686,False,True,False
BCA-115,3,37,3,34,70,150,200,91,17.4,0.9,33.3,Sur,activo,2026,3,1,0,1,11,13,4,0,1,55.0,156.0,70.0,86.14285714285714,210.73333333333332,86.36109754867475,124.58287183245928,-21.0,-124.59047619047618,0.0,0.08823529411764706,-1.4186005727256528,2.4770642201834865,False,True,False
BCA-115,3,18,1,17,70,150,200,84,17.3,0.9,16.2,Sur,activo,2026,3,1,0,1,11,14,5,1,1,34.0,137.0,60.0,69.0,209.3,69.02082316150606,126.60777063911553,-17.0,-140.3,0.0,0.058823529411764705,-1.5188641189183758,2.4796942188246534,False,True,False
BCA-115,3,133,1,132,70,150,200,82,17.3,0.9,119.7,Sur,activo,2026,3,1,0,1,11,15,6,1,1,17.0,117.0,46.0,71.14285714285714,212.16666666666666,84.76561737112954,123.72357490998122,115.0,-141.02380952380952,0.0,0.007575757575757576,-0.647949808474208,2.446190102120974,False,True,False
BCA-115,3,215,1,214,70,150,200,0,17.6,0.9,193.5,Sur,activo,2026,3,1,0,1,12,16,0,0,1,132.0,99.0,28.0,87.57142857142857,218.36666666666667,117.07421302834715,118.73630108522956,82.0,-130.79523809523812,9999.0,0.004672897196261682,-0.036776172297402605,2.4179514577927033,False,True,False
BCA-115,3,283,1,282,70,150,200,0,18.1,0.9,254.7,Sur,activo,2026,3,1,0,1,12,17,1,0,1,214.0,90.0,113.0,115.0,224.0,158.30565977126037,117.56817537951734,68.0,-109.0,9999.0,0.0035460992907801418,0.49333078286511134,2.424107142857143,False,True,False
BCA-115,3,368,2,366,70,150,200,0,17.3,0.9,331.2,Sur,activo,2026,3,1,0,1,12,18,2,0,1,282.0,71.0,196.0,157.14285714285714,229.66666666666666,210.22924482844527,120.2386515781565,84.0,-72.52380952380952,9999.0,0.00546448087431694,1.1338561398013942,2.2597968069666186,False,True,False
BCA-115,3,348,3,345,70,150,200,0,18.1,0.9,313.2,Sur,activo,2026,3,1,0,1,12,19,3,0,1,366.0,55.0,317.0,198.57142857142858,230.6,243.92193362133395,121.0459018093036,-21.0,-32.02857142857141,9999.0,0.008695652173913044,0.9450960196919878,2.354726799653079,False,True,False
BCA-115,3,330,3,327,70,150,200,0,17.9,0.9,297.0,Sur,activo,2026,3,1,0,1,12,20,4,0,1,345.0,34.0,422.0,240.42857142857142,227.43333333333334,264.6914502160005,117.04248663695121,-18.0,12.99523809523808,9999.0,0.009174311926605505,0.8506882374731836,2.361131467096585,False,True,False
BCA-115,3,315,1,314,70,150,200,0,17.3,0.9,283.5,Sur,activo,2026,3,1,0,1,12,21,5,1,1,327.0,17.0,411.0,282.85714285714283,224.2,277.01858766200036,113.06891398764212,-13.0,58.657142857142844,9999.0,0.0031847133757961785,0.7942059124209393,2.314897413024086,False,True,False
BCA-115,3,295,1,294,70,150,200,0,17.3,0.9,265.5,Sur,activo,2026,3,1,0,1,12,22,6,1,1,314.0,132.0,392.0,306.0,220.93333333333334,281.2639407465003,109.41031072048925,-20.0,85.06666666666666,9999.0,0.003401360544217687,0.667822494840822,2.3491249245624624,False,True,False
BCA-115,3,275,2,273,70,150,200,0,17.4,0.9,247.5,Sur,activo,2026,3,1,0,1,13,23,0,0,1,294.0,214.0,375.0,314.42857142857144,217.53333333333333,279.1979555598752,105.98885215723952,-21.0,96.89523809523811,9999.0,0.007326007326007326,0.5233254775170055,2.3996322402696904,False,True,False
BCA-115,3,261,2,259,70,150,200,0,17.3,0.9,234.9,Sur,activo,2026,3,1,0,1,13,24,1,0,1,273.0,282.0,361.0,311.14285714285717,214.13333333333333,274.1484666699064,102.81645290762432,-14.0,97.00952380952384,9999.0,0.007722007722007722,0.436376332754615,2.4237235367372354,False,True,False
BCA-115,3,247,0,247,70,150,200,0,17.3,0.9,222.3,Sur,activo,2026,3,1,0,1,13,25,2,0,1,259.0,366.0,347.0,294.14285714285717,210.8,267.3613500024298,99.94115510018183,-12.0,83.34285714285716,9999.0,0.0,0.3622131439616924,2.4620493358633775,False,True,False
BCA-115,3,235,2,233,70,150,200,0,16.1,0.9,211.5,Sur,activo,2026,3,1,0,1,13,26,3,0,1,247.0,345.0,331.0,278.14285714285717,207.53333333333333,258.7710125018223,97.44732735788799,-14.0,70.60952380952384,9999.0,0.008583690987124463,0.2613377642789219,2.327336973980084,False,True,False
BCA-115,3,224,2,222,70,150,200,0,15.1,0.9,201.6,Sur,activo,2026,3,1,0,1,13,27,4,0,1,233.0,327.0,312.0,263.14285714285717,204.53333333333333,249.57825937636676,95.485956119693,-11.0,58.609523809523836,9999.0,0.009009009009009009,0.18292393328262802,2.2147979139504566,False,True,False
BCA-115,3,206,3,203,70,150,200,0,15.6,0.9,185.4,Sur,activo,2026,3,1,0,1,13,28,5,1,1,222.0,314.0,292.0,247.28571428571428,201.56666666666666,237.93369453227507,94.04646076067498,-19.0,45.719047619047615,9999.0,0.014778325123152709,0.015240694032929283,2.321812468992889,False,True,False
BCA-115,3,192,2,190,70,150,200,0,14.7,0.9,172.8,Sur,activo,2026,3,1,0,1,13,29,6,1,1,203.0,294.0,279.0,232.42857142857142,198.6,225.95027089920632,92.91657363017858,-13.0,33.82857142857142,9999.0,0.010526315789473684,-0.09255614648716214,2.2205438066465257,False,True,False
BCA-115,3,175,2,173,70,150,200,0,14.3,0.9,157.5,Sur,activo,2026,3,1,0,1,14,30,0,0,1,190.0,273.0,256.0,218.14285714285714,195.83333333333334,212.71270317440474,92.38266867364435,-17.0,22.309523809523796,9999.0,0.011560693641618497,-0.24716035660320143,2.1906382978723404,False,True,False
BCA-115,3,164,3,161,70,150,200,0,13.9,0.9,147.6,Sur,activo,2026,3,1,0,1,14,31,1,0,1,173.0,259.0,236.0,204.14285714285714,193.33333333333334,199.78452738080355,92.27295839288287,-12.0,10.809523809523796,9999.0,0.018633540372670808,-0.35040963134251535,2.1568965517241376,False,True,False
BCA-115,3,144,1,143,70,150,200,0,14.7,0.9,129.6,Sur,activo,2026,4,1,0,1,14,1,2,0,2,161.0,247.0,220.0,189.28571428571428,190.76666666666668,185.58839553560267,92.57603895450337,-18.0,-1.4809523809524023,9999.0,0.006993006993006993,-0.5159722451523517,2.311724619954569,False,True,False
BCA-115,3,126,3,123,70,150,200,0,15.6,0.9,113.4,Sur,activo,2026,4,1,0,1,14,2,3,0,2,143.0,233.0,208.0,173.57142857142858,187.93333333333334,169.941296651702,93.32809509109951,-20.0,-14.361904761904754,9999.0,0.024390243902439025,-0.6957533341910659,2.490244767648102,False,True,False
BCA-115,3,106,1,105,70,150,200,0,16.9,0.9,95.4,Sur,activo,2026,4,1,1,1,14,3,4,0,2,123.0,222.0,190.0,156.85714285714286,185.1,153.7059724887765,94.5455008138299,-18.0,-28.242857142857133,9999.0,0.009523809523809525,-0.8472111238558604,2.739059967585089,False,True,False
BCA-115,3,86,3,83,70,150,200,0,17.1,0.9,77.4,Sur,activo,2026,4,1,0,1,14,4,5,1,2,105.0,203.0,171.0,139.71428571428572,182.16666666666666,136.02947936658236,96.34602986768239,-22.0,-42.452380952380935,9999.0,0.03614457831325301,-1.029276108240869,2.816102470265325,False,True,False
BCA-115,3,67,2,65,70,150,200,117,17.9,0.9,60.3,Sur,activo,2026,4,1,0,1,14,5,6,1,2,83.0,190.0,156.0,121.85714285714286,179.13333333333333,118.27210952493678,98.60430617068546,-18.0,-57.276190476190465,0.0,0.03076923076923077,-1.1574883264810656,2.9977670264235208,False,True,False
BCA-115,3,58,2,56,70,150,200,106,16.7,0.9,52.2,Sur,activo,2026,4,0,0,0,15,6,0,0,2,65.0,173.0,137.0,105.14285714285714,176.43333333333334,102.70408214370258,100.880497186739,-9.0,-71.2904761904762,0.0,0.03571428571428571,-1.1938217662666775,2.839599470999433,False,True,False
BCA-115,3,42,3,39,70,150,200,112,17.4,0.9,37.8,Sur,activo,2026,4,0,0,0,15,7,1,0,2,56.0,161.0,117.0,87.71428571428571,173.83333333333334,86.77806160777693,103.43783184827127,-17.0,-86.11904761904763,0.0,0.07692307692307693,-1.3035204907534688,3.00287631831256,False,True,False
BCA-115,3,153,2,151,70,150,200,85,15.9,0.9,137.7,Sur,activo,2026,4,0,0,0,15,8,2,0,2,39.0,143.0,99.0,88.85714285714286,175.56666666666666,102.8335462058327,102.57265997678242,112.0,-86.7095238095238,0.0,0.013245033112582781,-0.23950501695312756,2.716916650844883,False,True,False
BCA-115,3,278,1,277,70,150,200,0,15.3,0.9,250.2,Sur,activo,2026,4,0,0,0,15,9,3,0,2,151.0,123.0,90.0,110.85714285714286,181.8,146.37515965437453,102.87501623580539,126.0,-70.94285714285715,9999.0,0.0036101083032490976,0.9253947506728643,2.5247524752475248,False,True,False
BCA-115,3,377,0,377,70,150,200,0,14.1,0.9,339.3,Sur,activo,2026,4,0,0,0,15,10,4,0,2,277.0,105.0,71.0,149.71428571428572,192.0,204.0313697407809,106.61241436414291,100.0,-42.28571428571428,9999.0,0.0,1.7352575786166726,2.203125,False,True,False
BCA-115,3,490,3,487,70,150,200,0,13.3,0.9,441.0,Sur,activo,2026,4,0,0,0,15,11,5,1,2,377.0,83.0,55.0,207.42857142857142,206.4,274.7735273055857,116.21252825809235,110.0,1.0285714285714107,9999.0,0.006160164271047228,2.4145417383642602,1.9331395348837208,False,True,False
BCA-115,3,479,2,477,70,150,200,0,12.1,0.9,431.1,Sur,activo,2026,4,0,0,0,15,12,6,1,2,487.0,65.0,34.0,266.2857142857143,221.16666666666666,325.33014547918924,121.5724796822535,-10.0,45.11904761904762,9999.0,0.0041928721174004195,2.104368801245061,1.6412961567445365,False,True,False
BCA-115,3,463,1,462,70,150,200,0,13.1,0.9,416.7,Sur,activo,2026,4,0,0,0,16,13,0,0,2,477.0,56.0,17.0,324.2857142857143,236.0,359.49760910939193,122.94265554202138,-15.0,88.28571428571428,9999.0,0.0021645021645021645,1.838255396417348,1.6652542372881356,False,True,False
BCA-115,3,448,1,447,70,150,200,0,13.0,0.9,403.2,Sur,activo,2026,4,0,0,0,16,14,1,0,2,462.0,39.0,132.0,382.57142857142856,246.5,381.37320683204393,127.13412683814106,-15.0,136.07142857142856,9999.0,0.0022371364653243847,1.577074582462533,1.5821501014198782,False,True,False
BCA-115,3,431,2,429,70,150,200,0,14.1,0.9,387.9,Sur,activo,2026,4,0,0,0,16,15,2,0,2,447.0,151.0,214.0,422.2857142857143,253.66666666666666,393.27990512403295,131.23270548344925,-18.0,168.61904761904762,9999.0,0.004662004662004662,1.336049064045593,1.6675427069645203,False,True,False
BCA-115,3,421,1,420,70,150,200,0,13.6,0.9,378.9,Sur,activo,2026,4,0,0,0,16,16,3,0,2,429.0,277.0,282.0,442.7142857142857,258.26666666666665,399.9599288430247,134.6346098182764,-9.0,184.44761904761907,9999.0,0.002380952380952381,1.2012760578549122,1.5797625193598348,False,True,False
BCA-115,3,413,3,410,70,150,200,0,13.0,0.9,371.7,Sur,activo,2026,4,0,0,0,16,17,4,0,2,420.0,377.0,366.0,447.42857142857144,259.73333333333335,402.46994663226855,136.08058802335327,-10.0,187.6952380952381,9999.0,0.007317073170731708,1.1042476289188201,1.5015400410677617,False,True,False
BCA-115,3,399,3,396,70,150,200,0,13.0,0.9,359.1,Sur,activo,2026,4,0,0,0,16,18,5,1,2,410.0,487.0,345.0,434.42857142857144,261.43333333333334,400.8524599742014,137.49374489429496,-14.0,172.9952380952381,9999.0,0.007575757575757576,0.9787111898808296,1.4917761060818564,False,True,False
BCA-115,3,389,0,389,70,150,200,0,12.9,0.9,350.1,Sur,activo,2026,4,0,0,0,16,19,6,1,2,396.0,477.0,327.0,421.85714285714283,263.5,397.88934498065106,138.97128207431672,-7.0,158.35714285714283,9999.0,0.0,0.9030642743360979,1.4686907020872866,False,True,False
BCA-115,3,379,2,377,70,150,200,0,12.0,0.9,341.1,Sur,activo,2026,4,0,0,0,17,20,0,0,2,389.0,462.0,314.0,409.7142857142857,265.6,392.6670087354883,140.23099170469683,-12.0,144.1142857142857,9999.0,0.005305039787798408,0.7944035668990338,1.355421686746988,False,True,False
BCA-115,3,360,2,358,70,150,200,0,12.6,0.9,324.0,Sur,activo,2026,4,0,0,0,17,21,1,0,2,377.0,447.0,294.0,397.0,267.73333333333335,384.00025655161625,141.16166651026055,-19.0,129.26666666666665,9999.0,0.00558659217877095,0.6394559436580857,1.4118525896414342,False,True,False
BCA-115,3,350,1,349,70,150,200,0,11.6,0.9,315.0,Sur,activo,2026,4,0,0,0,17,22,2,0,2,358.0,429.0,273.0,385.57142857142856,270.26666666666665,375.25019241371217,141.93926173891597,-9.0,115.3047619047619,9999.0,0.0028653295128939827,0.5546973569452261,1.2876171682289097,False,True,False
BCA-115,3,338,0,338,70,150,200,0,11.9,0.9,304.2,Sur,activo,2026,4,0,0,0,17,23,3,0,2,349.0,420.0,259.0,373.85714285714283,272.9,365.9376443102841,142.45491724849606,-11.0,100.95714285714286,9999.0,0.0,0.45698668222480965,1.3081714913887872,False,True,False
BCA-115,3,323,0,323,70,150,200,0,12.9,0.9,290.7,Sur,activo,2026,4,0,0,0,17,24,4,0,2,338.0,410.0,247.0,361.42857142857144,275.43333333333334,355.20323323271305,142.65407480149756,-15.0,85.99523809523811,9999.0,0.0,0.33344064467037093,1.4050586953890838,False,True,False
BCA-115,3,305,2,303,70,150,200,0,13.4,0.9,274.5,Sur,activo,2026,4,0,0,0,17,25,5,1,2,323.0,396.0,233.0,348.14285714285717,277.76666666666665,342.1524249245348,142.50848331272053,-20.0,70.37619047619052,9999.0,0.006600660066006601,0.1770654823261387,1.4472578903156128,False,True,False
BCA-115,3,292,2,290,70,150,200,0,13.9,0.9,262.8,Sur,activo,2026,4,0,0,0,17,26,6,1,2,303.0,389.0,222.0,334.0,280.03333333333336,329.11431869340106,142.13118838820589,-13.0,53.96666666666664,9999.0,0.006896551724137931,0.0701230094512717,1.4891084394714913,False,True,False
BCA-115,3,279,2,277,70,150,200,0,14.3,0.9,251.1,Sur,activo,2026,4,0,0,0,18,27,0,0,2,290.0,377.0,203.0,319.7142857142857,282.5,316.0857390200508,141.38837439405367,-13.0,37.21428571428572,9999.0,0.007220216606498195,-0.038899945087927344,1.5185840707964602,False,True,False
BCA-115,3,266,2,264,70,150,200,0,13.4,0.9,239.4,Sur,activo,2026,4,0,0,0,18,28,1,0,2,277.0,358.0,190.0,306.2857142857143,284.96666666666664,303.0643042650381,140.36073803457,-13.0,21.319047619047637,9999.0,0.007575757575757576,-0.1493770049962453,1.4106913089250206,False,True,False
BCA-115,3,257,0,257,70,150,200,0,13.3,0.9,231.3,Sur,activo,2026,4,0,0,0,18,29,2,0,2,264.0,349.0,173.0,293.14285714285717,287.76666666666665,291.5482281987786,138.8801724467916,-7.0,5.376190476190516,9999.0,0.0,-0.221533903109561,1.3865400208502259,False,True,False
BCA-115,3,239,3,236,70,150,200,0,14.1,0.9,215.1,Sur,activo,2026,4,0,0,0,18,30,3,0,2,257.0,338.0,161.0,278.57142857142856,290.26666666666665,277.66117114908394,137.18422884456564,-21.0,-11.695238095238096,9999.0,0.012711864406779662,-0.39557511183120486,1.4572806614607259,False,True,False
BCA-115,3,219,0,219,70,150,200,0,14.9,0.9,197.1,Sur,activo,2026,5,0,1,1,18,1,4,0,2,236.0,323.0,143.0,263.7142857142857,292.8,262.99587836181297,135.05615690238403,-17.0,-29.08571428571429,9999.0,0.0,-0.5464393604309444,1.526639344262295,False,True,False
BCA-115,3,204,1,203,70,150,200,0,14.4,0.9,183.6,Sur,activo,2026,5,0,0,0,18,2,5,1,2,219.0,303.0,123.0,249.42857142857142,295.46666666666664,247.99690877135973,132.35056201001873,-16.0,-46.038095238095224,9999.0,0.0049261083743842365,-0.6986495959092871,1.4620938628158846,False,True,False
BCA-115,3,193,1,192,70,150,200,0,14.1,0.9,173.7,Sur,activo,2026,5,0,0,0,18,3,6,1,2,203.0,290.0,105.0,235.42857142857142,298.3666666666667,233.9976815785198,128.9425114706853,-11.0,-62.93809523809526,9999.0,0.005208333333333333,-0.8249154251260944,1.4177186906490895,False,True,False
BCA-115,3,175,2,173,70,150,200,0,14.9,0.9,157.5,Sur,activo,2026,5,0,0,0,19,4,0,0,2,192.0,277.0,83.0,220.57142857142858,301.3666666666667,218.74826118388984,124.73737468649145,-19.0,-80.79523809523809,9999.0,0.011560693641618497,-1.029095465487364,1.4832430040924676,False,True,False
BCA-115,3,159,1,158,70,150,200,0,15.3,0.9,143.1,Sur,activo,2026,5,0,0,0,19,5,1,0,2,173.0,264.0,65.0,205.42857142857142,304.46666666666664,203.5611958879174,119.7151024187276,-15.0,-99.03809523809522,9999.0,0.006329113924050633,-1.2234602293900236,1.5075541931245895,False,True,False
BCA-115,3,143,3,140,70,150,200,0,16.3,0.9,128.7,Sur,activo,2026,5,0,0,0,19,6,2,0,2,158.0,257.0,56.0,188.71428571428572,307.26666666666665,187.67089691593804,114.57535792515841,-18.0,-118.55238095238093,9999.0,0.02142857142857143,-1.4598834312691098,1.5914515079192884,False,True,False
BCA-115,3,128,3,125,70,150,200,0,15.9,0.9,115.2,Sur,activo,2026,5,0,0,0,19,7,3,0,2,140.0,236.0,39.0,172.85714285714286,310.1333333333333,172.00317268695352,108.54928432024222,-15.0,-137.27619047619046,9999.0,0.024,-1.7055232974834984,1.5380481513327602,False,True,False
BCA-115,3,117,3,114,70,150,200,0,14.6,0.9,105.3,Sur,activo,2026,5,0,0,0,19,8,4,0,2,125.0,219.0,151.0,157.85714285714286,308.9,157.50237951521513,110.61032875634268,-11.0,-151.04285714285712,9999.0,0.02631578947368421,-1.7620415940480052,1.417934606668825,False,True,False
BCA-115,3,106,3,103,70,150,200,0,14.0,0.9,95.4,Sur,activo,2026,5,0,0,0,19,9,5,1,2,114.0,203.0,277.0,143.57142857142858,303.1,143.87678463641134,116.73322075393195,-11.0,-159.52857142857144,9999.0,0.02912621359223301,-1.7141649884037833,1.3856812933025404,False,True,False
BCA-115,3,90,2,88,70,150,200,0,14.7,0.9,81.0,Sur,activo,2026,5,0,0,0,19,10,6,1,2,103.0,192.0,377.0,128.71428571428572,293.46666666666664,129.9075884773085,122.22018946411299,-15.0,-164.75238095238092,9999.0,0.022727272727272728,-1.681118868883745,1.5027260336210815,False,True,False
BCA-115,3,81,1,80,70,150,200,0,13.4,0.9,72.9,Sur,activo,2026,5,0,0,0,20,11,0,0,2,88.0,173.0,487.0,115.42857142857143,279.9,117.43069135798137,122.5851850192628,-8.0,-164.47142857142853,9999.0,0.0125,-1.6307027637033633,1.4362272240085745,False,True,False
BCA-115,3,63,3,60,70,150,200,84,13.7,0.9,56.7,Sur,activo,2026,5,0,0,0,20,12,1,0,2,80.0,158.0,477.0,101.42857142857143,266.0,103.07301851848604,123.10606584679675,-20.0,-164.57142857142856,0.0,0.05,-1.6733537749176652,1.5451127819548873,False,True,False
BCA-115,3,48,0,48,70,150,200,138,13.6,0.9,43.2,Sur,activo,2026,5,0,0,0,20,13,2,0,2,60.0,140.0,462.0,88.28571428571429,252.2,89.30476388886453,123.58060332123875,-12.0,-163.9142857142857,0.0,0.0,-1.6523628669233552,1.6177636796193497,False,True,False
BCA-115,3,40,0,40,70,150,200,83,12.6,0.9,36.0,Sur,activo,2026,5,0,0,0,20,14,3,0,2,48.0,125.0,447.0,76.14285714285714,238.63333333333333,76.9785729166484,123.79807901504803,-8.0,-162.4904761904762,0.0,0.0,-1.604494471268725,1.584020114541137,False,True,False
BCA-115,3,163,1,162,70,150,200,128,12.1,0.9,146.7,Sur,activo,2026,5,0,0,0,20,15,4,0,2,40.0,114.0,429.0,83.0,229.73333333333332,98.2339296874863,119.15071109323256,122.0,-146.73333333333332,0.0,0.006172839506172839,-0.5684677221970889,1.5800928612884504,False,True,False
BCA-115,3,289,3,286,70,150,200,0,11.7,0.9,260.1,Sur,activo,2026,5,0,0,0,20,16,5,1,2,162.0,103.0,420.0,109.14285714285714,225.26666666666668,145.1754472656147,114.18011582834681,124.0,-116.12380952380954,9999.0,0.01048951048951049,0.5319081426107244,1.558153299792838,False,True,False
BCA-115,3,382,1,381,70,150,200,0,10.9,0.9,343.8,Sur,activo,2026,5,0,0,0,20,17,6,1,2,286.0,88.0,410.0,151.0,224.3,204.13158544921103,112.67504389722403,95.0,-73.30000000000001,9999.0,0.0026246719160104987,1.3907249962372599,1.4578689255461434,False,True,False
BCA-115,3,509,1,508,70,150,200,0,11.1,0.9,458.1,Sur,activo,2026,5,0,0,0,21,18,0,0,2,381.0,80.0,396.0,212.14285714285714,228.03333333333333,280.0986890869083,120.16668978270691,127.0,-15.890476190476193,9999.0,0.001968503937007874,2.329819246689081,1.4603128197631925,False,True,False
BCA-115,3,489,1,488,70,150,200,0,11.4,0.9,440.1,Sur,activo,2026,5,0,0,0,21,19,1,0,2,508.0,60.0,389.0,273.2857142857143,231.33333333333334,332.0740168151812,125.95930742282115,-20.0,41.952380952380935,9999.0,0.0020491803278688526,2.0376951248635087,1.478386167146974,False,True,False
BCA-115,3,470,0,470,70,150,200,0,12.0,0.9,423.0,Sur,activo,2026,5,0,0,0,21,20,2,0,2,488.0,48.0,377.0,333.57142857142856,234.43333333333334,366.5555126113859,130.72231251207933,-18.0,99.13809523809522,9999.0,0.0,1.8020387043328907,1.535617801791554,False,True,False
BCA-115,3,462,0,462,70,150,200,0,12.0,0.9,415.8,Sur,activo,2026,5,0,0,0,21,21,3,0,2,470.0,40.0,358.0,393.85714285714283,237.9,390.4166344585394,135.4072656330039,-8.0,155.95714285714283,9999.0,0.0,1.6550072032868692,1.5132408575031526,False,True,False
BCA-115,3,442,0,442,70,150,200,0,13.7,0.9,397.8,Sur,activo,2026,5,0,0,0,21,22,4,0,2,462.0,162.0,349.0,433.85714285714283,241.0,403.31247584390456,139.05394636614952,-20.0,192.85714285714283,9999.0,0.0,1.445482168990281,1.7053941908713692,False,True,False
BCA-115,3,427,3,424,70,150,200,0,14.7,0.9,384.3,Sur,activo,2026,5,0,0,0,21,23,5,1,2,442.0,286.0,338.0,453.57142857142856,243.86666666666667,408.4843568829284,141.9783211555937,-18.0,209.70476190476188,9999.0,0.007075471698113208,1.2687382965736411,1.8083652268999453,False,True,False
BCA-115,3,407,2,405,70,150,200,0,16.1,0.9,366.3,Sur,activo,2026,5,0,0,0,21,24,6,1,2,424.0,381.0,323.0,457.0,246.6,407.61326766219634,144.32425179148652,-19.0,210.4,9999.0,0.0049382716049382715,1.097528641470801,1.958637469586375,False,True,False
BCA-115,3,387,3,384,70,150,200,0,17.4,0.9,348.3,Sur,activo,2026,5,0,0,0,22,25,0,0,2,405.0,508.0,303.0,439.2857142857143,249.3,401.7099507466472,146.16173139415775,-21.0,189.98571428571427,9999.0,0.0078125,0.9215818580908252,2.0938628158844765,False,True,False
BCA-115,3,376,0,376,70,150,200,0,16.1,0.9,338.4,Sur,activo,2026,5,0,0,0,22,26,1,0,2,384.0,488.0,290.0,423.2857142857143,252.16666666666666,395.2824630599854,147.82144012598283,-8.0,171.11904761904762,9999.0,0.0,0.8377224117678376,1.9153998678122937,False,True,False
BCA-115,3,360,2,358,70,150,200,0,15.7,0.9,324.0,Sur,activo,2026,5,0,0,0,22,27,2,0,2,376.0,470.0,277.0,407.2857142857143,254.86666666666667,385.96184729498907,149.02550888640022,-18.0,152.4190476190476,9999.0,0.00558659217877095,0.6920515427459485,1.8480251111692387,False,True,False
BCA-115,3,346,3,343,70,150,200,0,16.6,0.9,311.4,Sur,activo,2026,5,0,0,0,22,28,3,0,2,358.0,462.0,264.0,390.2857142857143,257.5,375.2213854712418,149.88794665257151,-15.0,132.78571428571428,9999.0,0.008746355685131196,0.5704261210421562,1.933980582524272,False,True,False
BCA-115,3,331,3,328,70,150,200,0,15.9,0.9,297.9,Sur,activo,2026,5,0,0,0,22,29,4,0,2,343.0,442.0,257.0,374.0,259.8666666666667,363.41603910343133,150.43929542907128,-15.0,114.13333333333333,9999.0,0.009146341463414634,0.4528958550291579,1.8355566957414058,False,True,False
BCA-115,3,315,2,313,70,150,200,0,16.0,0.9,283.5,Sur,activo,2026,5,0,0,0,22,30,5,1,2,328.0,424.0,236.0,358.14285714285717,262.43333333333334,350.8120293275735,150.67473150015454,-15.0,95.70952380952383,9999.0,0.006389776357827476,0.3356015050646684,1.8290359456369871,False,True,False
BCA-115,3,302,3,299,70,150,200,0,15.0,0.9,271.8,Sur,activo,2026,5,0,0,0,22,31,6,1,2,313.0,405.0,219.0,343.0,265.1,337.8590219956801,150.58743593696306,-14.0,77.89999999999998,9999.0,0.010033444816053512,0.22511838248039998,1.6974726518294982,False,True,False
BCA-115,3,285,3,282,70,150,200,0,14.6,0.9,256.5,Sur,activo,2026,6,0,0,0,23,1,0,0,2,299.0,384.0,203.0,328.42857142857144,267.73333333333335,323.8942664967601,150.15415833192168,-17.0,60.695238095238096,9999.0,0.010638297872340425,0.0950134636639874,1.6359561752988048,False,False,True
BCA-115,3,277,3,274,70,150,200,0,14.1,0.9,249.3,Sur,activo,2026,6,0,0,0,23,2,1,0,2,282.0,376.0,192.0,313.85714285714283,270.46666666666664,311.4206998725701,149.4728053534484,-8.0,43.39047619047619,9999.0,0.010948905109489052,0.02363863664014549,1.5639635198422481,False,False,True
BCA-115,3,265,0,265,70,150,200,0,13.6,0.9,238.5,Sur,activo,2026,6,0,0,0,23,3,2,0,2,274.0,358.0,173.0,300.57142857142856,273.53333333333336,299.81552490442755,148.34366746902583,-9.0,27.038095238095195,9999.0,0.0,-0.057524082280863933,1.4915915184011697,False,False,True
BCA-115,3,250,3,247,70,150,200,0,13.7,0.9,225.0,Sur,activo,2026,6,0,0,0,23,4,3,0,2,265.0,343.0,158.0,286.85714285714283,276.5,286.61164367832066,146.83576328439312,-18.0,10.357142857142833,9999.0,0.012145748987854251,-0.20090473424287023,1.4864376130198915,False,False,True
